Date,Adj Close
17/03/2016,117.39402
18/03/2016,120.322144
21/03/2016,122.028702
22/03/2016,121.364052
23/03/2016,119.334129
24/03/2016,118.669449
28/03/2016,117.923943
29/03/2016,117.555702
30/03/2016,115.489861
31/03/2016,114.0168
01/04/2016,114.034775
04/04/2016,113.47789
05/04/2016,114.097656
06/04/2016,114.906029
07/04/2016,114.070717
08/04/2016,114.861107
11/04/2016,114.888062
12/04/2016,116.289253
13/04/2016,117.789207
14/04/2016,117.52874
15/04/2016,117.780228
18/04/2016,118.53476
19/04/2016,119.172432
20/04/2016,117.277267
21/04/2016,117.429947
22/04/2016,117.708389
25/04/2016,117.438934
26/04/2016,119.675423
27/04/2016,123.124504
28/04/2016,121.076614
29/04/2016,121.076614
02/05/2016,120.36702
03/05/2016,119.001793
04/05/2016,117.56469
05/05/2016,118.633553
06/05/2016,119.69339
09/05/2016,118.65152
10/05/2016,121.004784
11/05/2016,120.434288
12/05/2016,121.720139
13/05/2016,119.637421
16/05/2016,121.466591
17/05/2016,120.035851
18/05/2016,118.614197
19/05/2016,115.979118
20/05/2016,115.354317
23/05/2016,115.526375
24/05/2016,115.453911
25/05/2016,116.685417
26/05/2016,117.092911
27/05/2016,117.011414
31/05/2016,114.231476
01/06/2016,114.466904
02/06/2016,114.865326
03/06/2016,115.345253
06/06/2016,119.438217
07/06/2016,119.46537
08/06/2016,120.434288
09/06/2016,120.524849
10/06/2016,118.749992
13/06/2016,117.645294
14/06/2016,118.170494
15/06/2016,117.862602
16/06/2016,117.147232
17/06/2016,117.554749
20/06/2016,120.207901
21/06/2016,119.094109
22/06/2016,119.320511
23/06/2016,120.932335
24/06/2016,114.566505
27/06/2016,111.107422
28/06/2016,112.184982
29/06/2016,114.992111
30/06/2016,117.600014
01/07/2016,117.437012
05/07/2016,114.973999
06/07/2016,114.964935
07/07/2016,115.155098
08/07/2016,117.799225
11/07/2016,119.564995
12/07/2016,118.451187
13/07/2016,117.817329
14/07/2016,119.121284
15/07/2016,119.881912
18/07/2016,120.823662
19/07/2016,121.937447
20/07/2016,121.991806
21/07/2016,120.914215
22/07/2016,120.859871
25/07/2016,120.379951
26/07/2016,122.109505
27/07/2016,123.114632
28/07/2016,120.443314
29/07/2016,121.031937
01/08/2016,120.624443
02/08/2016,119.166565
03/08/2016,119.411064
04/08/2016,118.813408
05/08/2016,119.284264
08/08/2016,119.700829
09/08/2016,120.090187
10/08/2016,120.774956
11/08/2016,121.432304
12/08/2016,121.523628
15/08/2016,122.94796
16/08/2016,123.258377
17/08/2016,123.002754
18/08/2016,123.258377
19/08/2016,122.74707
22/08/2016,123.249245
23/08/2016,122.473175
24/08/2016,121.697105
25/08/2016,121.414063
26/08/2016,120.729301
29/08/2016,121.341034
30/08/2016,119.432808
31/08/2016,118.191093
01/09/2016,118.601959
02/09/2016,119.75238
06/09/2016,121.423187
07/09/2016,121.103653
08/09/2016,121.341034
09/09/2016,117.351112
12/09/2016,118.802826
13/09/2016,117.561111
14/09/2016,116.565903
15/09/2016,116.657204
16/09/2016,115.680275
19/09/2016,116.392441
20/09/2016,116.675476
21/09/2016,119.204552
22/09/2016,120.40062
23/09/2016,120.318436
26/09/2016,119.213669
27/09/2016,119.898453
28/09/2016,120.729301
29/09/2016,119.633667
30/09/2016,120.281921
03/10/2016,120.866249
04/10/2016,120.747566
05/10/2016,122.94796
06/10/2016,122.728813
07/10/2016,122.208389
10/10/2016,124.025322
11/10/2016,122.107979
12/10/2016,121.578415
13/10/2016,121.779297
14/10/2016,121.88887
17/10/2016,122.345383
18/10/2016,123.349724
19/10/2016,124.335754
20/10/2016,124.025322
21/10/2016,123.833603
24/10/2016,125.4953
25/10/2016,126.928772
26/10/2016,132.881668
27/10/2016,130.845612
28/10/2016,130.571716
31/10/2016,130.04216
01/11/2016,130.023911
02/11/2016,128.508286
03/11/2016,127.841759
04/11/2016,127.403542
07/11/2016,130.589966
08/11/2016,130.829178
09/11/2016,134.51918
10/11/2016,136.929779
11/11/2016,137.69931
14/11/2016,139.06221
15/11/2016,137.319183
16/11/2016,135.770874
17/11/2016,134.74173
18/11/2016,135.687424
21/11/2016,136.308609
22/11/2016,138.626465
23/11/2016,138.830444
25/11/2016,139.108566
28/11/2016,138.858246
29/11/2016,140.591995
30/11/2016,139.590714
01/12/2016,141.287384
02/12/2016,141.157562
05/12/2016,141.074112
06/12/2016,141.148285
07/12/2016,142.909851
08/12/2016,144.068787
09/12/2016,145.088654
12/12/2016,145.709824
13/12/2016,145.246277
14/12/2016,143.215775
15/12/2016,142.566833
16/12/2016,143.243652
19/12/2016,144.801239
20/12/2016,144.995926
21/12/2016,146.006485
22/12/2016,145.987976
23/12/2016,146.312485
27/12/2016,146.006485
28/12/2016,144.727097
29/12/2016,144.346939
30/12/2016,144.337631
03/01/2017,145.533676
04/01/2017,147.063477
05/01/2017,147.146927
06/01/2017,147.508514
09/01/2017,146.785309
10/01/2017,147.480667
11/01/2017,147.786606
12/01/2017,146.757492
13/01/2017,147.258148
17/01/2017,146.182678
18/01/2017,146.785309
19/01/2017,147.415741
20/01/2017,147.907181
23/01/2017,146.340286
24/01/2017,148.852844
25/01/2017,155.166687
26/01/2017,156.798447
27/01/2017,155.481918
30/01/2017,153.507095
31/01/2017,151.513748
01/02/2017,152.023697
02/02/2017,150.438248
03/02/2017,150.5681
06/02/2017,152.032944
07/02/2017,154.369339
08/02/2017,153.181747
09/02/2017,153.621246
10/02/2017,155.444748
13/02/2017,157.127945
14/02/2017,157.567429
15/02/2017,158.315536
16/02/2017,159.72757
17/02/2017,161.504318
21/02/2017,164.169403
22/02/2017,163.982346
23/02/2017,165.385056
24/02/2017,165.927414
27/02/2017,167.788315
28/02/2017,168.536362
01/03/2017,171.977646
02/03/2017,171.117355
03/03/2017,170.359848
06/03/2017,169.190948
07/03/2017,170.21022
08/03/2017,169.94841
09/03/2017,168.85434
10/03/2017,167.105667
13/03/2017,167.432968
14/03/2017,167.133713
15/03/2017,167.115021
16/03/2017,166.628723
17/03/2017,168.414825
20/03/2017,167.750885
21/03/2017,164.543427
22/03/2017,165.497253
23/03/2017,165.759094
24/03/2017,164.412521
27/03/2017,164.674347
28/03/2017,165.852615
29/03/2017,166.105087
30/03/2017,166.432373
31/03/2017,165.385056
03/04/2017,165.188644
04/04/2017,167.105667
05/04/2017,165.590759
06/04/2017,165.861938
07/04/2017,167.245926
10/04/2017,166.039627
11/04/2017,166.9841
12/04/2017,164.627594
13/04/2017,164.225449
17/04/2017,167.404892
18/04/2017,166.310822
19/04/2017,166.825119
20/04/2017,167.666733
21/04/2017,168.676666
24/04/2017,170.247665
25/04/2017,171.603577
26/04/2017,169.920364
27/04/2017,171.332382
28/04/2017,172.837936
01/05/2017,170.556259
02/05/2017,171.538116
03/05/2017,171.491379
04/05/2017,171.192139
05/05/2017,173.006271
08/05/2017,173.950699
09/05/2017,174.78302
10/05/2017,172.606293
11/05/2017,173.322449
12/05/2017,172.672287
15/05/2017,171.861969
16/05/2017,172.154053
17/05/2017,168.460297
18/05/2017,167.159927
19/05/2017,170.325989
22/05/2017,173.068039
23/05/2017,172.898453
24/05/2017,174.556854
25/05/2017,176.271805
26/05/2017,175.819489
30/05/2017,176.092758
31/05/2017,176.799454
01/06/2017,176.507339
02/06/2017,179.249374
05/06/2017,178.043259
06/06/2017,175.970261
07/06/2017,177.24231
08/06/2017,178.96669
09/06/2017,179.060913
12/06/2017,179.032654
13/06/2017,180.059723
14/06/2017,181.275269
15/06/2017,184.16806
16/06/2017,185.100906
19/06/2017,187.588562
20/06/2017,186.881836
21/06/2017,187.673325
22/06/2017,187.927734
23/06/2017,190.556702
26/06/2017,188.436569
27/06/2017,187.409531
28/06/2017,188.097366
29/06/2017,186.062042
30/06/2017,186.335297
03/07/2017,187.126785
05/07/2017,190.160965
06/07/2017,189.850021
07/07/2017,190.688614
10/07/2017,192.186874
11/07/2017,194.363525
12/07/2017,194.523682
13/07/2017,194.32579
14/07/2017,196.474197
17/07/2017,196.935913
18/07/2017,196.219803
19/07/2017,198.707397
20/07/2017,198.142014
21/07/2017,199.894669
24/07/2017,199.932343
25/07/2017,200.196228
26/07/2017,219.974594
27/07/2017,227.088776
28/07/2017,227.343231
31/07/2017,228.464523
01/08/2017,225.618835
02/08/2017,224.214828
03/08/2017,224.497559
04/08/2017,223.988708
07/08/2017,226.363235
08/08/2017,225.675369
09/08/2017,222.101807
10/08/2017,220.746307
11/08/2017,222.642105
14/08/2017,224.793823
15/08/2017,226.708572
16/08/2017,225.210907
17/08/2017,223.315094
18/08/2017,223.485703
21/08/2017,223.400406
22/08/2017,227.258362
23/08/2017,225.68486
24/08/2017,226.30098
25/08/2017,223.599487
28/08/2017,224.822266
29/08/2017,227.959808
30/08/2017,227.931396
31/08/2017,227.173035
01/09/2017,227.808151
05/09/2017,224.651642
06/09/2017,222.395615
07/09/2017,223.997604
08/09/2017,226.338882
11/09/2017,228.054611
12/09/2017,228.045105
13/09/2017,229.324783
14/09/2017,232.452835
15/09/2017,236.026398
18/09/2017,239.893845
19/09/2017,239.306137
20/09/2017,242.149811
21/09/2017,242.6996
22/09/2017,243.088257
25/09/2017,241.069199
26/09/2017,240.481522
27/09/2017,241.979202
28/09/2017,241.021835
29/09/2017,240.964951
02/10/2017,242.652206
03/10/2017,242.149811
04/10/2017,242.434174
05/10/2017,245.401138
06/10/2017,245.107224
09/10/2017,244.927185
10/10/2017,247.334824
11/10/2017,247.818237
12/10/2017,248.263763
13/10/2017,247.154739
16/10/2017,246.216293
17/10/2017,245.145172
18/10/2017,246.491241
19/10/2017,245.543304
20/10/2017,250.955765
23/10/2017,248.652451
24/10/2017,252.140656
25/10/2017,244.955597
26/10/2017,245.761322
27/10/2017,243.097702
30/10/2017,245.742355
31/10/2017,244.538559
01/11/2017,245.031418
02/11/2017,248.946289
03/11/2017,248.112106
06/11/2017,250.311218
07/11/2017,252.26387
08/11/2017,251.733063
09/11/2017,250.351242
10/11/2017,248.588211
13/11/2017,250.084427
14/11/2017,249.455414
15/11/2017,250.503693
16/11/2017,251.304245
17/11/2017,249.931885
20/11/2017,252.190536
21/11/2017,254.43956
22/11/2017,252.686081
24/11/2017,253.381775
27/11/2017,253.095856
28/11/2017,255.392593
29/11/2017,256.640991
30/11/2017,263.788391
01/12/2017,258.623199
04/12/2017,264.903442
05/12/2017,262.587708
06/12/2017,265.18927
07/12/2017,268.715363
08/12/2017,272.460632
11/12/2017,269.849487
12/12/2017,276.310791
13/12/2017,278.121399
14/12/2017,280.065582
15/12/2017,280.122711
18/12/2017,282.21933
19/12/2017,283.27713
20/12/2017,283.896545
21/12/2017,281.161499
22/12/2017,281.22821
26/12/2017,281.475922
27/12/2017,281.723694
28/12/2017,282.419434
29/12/2017,281.04715
02/01/2018,282.886383
03/01/2018,283.801239
04/01/2018,282.724396
05/01/2018,294.322296
08/01/2018,295.57074
09/01/2018,303.461517
10/01/2018,305.205505
11/01/2018,312.696014
12/01/2018,320.405701
16/01/2018,319.40509
17/01/2018,334.51004
18/01/2018,324.170074
19/01/2018,321.854309
22/01/2018,322.111572
23/01/2018,319.81485
24/01/2018,318.957184
25/01/2018,326.981415
26/01/2018,327.086212
29/01/2018,324.799042
30/01/2018,321.835236
31/01/2018,337.712097
01/02/2018,340.161285
02/02/2018,332.508728
05/02/2018,313.420319
06/02/2018,324.884796
07/02/2018,331.75589
08/02/2018,315.714478
09/02/2018,318.750305
12/02/2018,329.256226
13/02/2018,328.643341
14/02/2018,330.261841
15/02/2018,341.380798
16/02/2018,340.020813
20/02/2018,338.402313
21/02/2018,337.463745
22/02/2018,340.863586
23/02/2018,341.572296
26/02/2018,348.10376
27/02/2018,349.214691
28/02/2018,346.887451
01/03/2018,334.897125
02/03/2018,330.089508
05/03/2018,337.827637
06/03/2018,334.159698
07/03/2018,332.359222
08/03/2018,333.977753
09/03/2018,339.522827
12/03/2018,329.629822
13/03/2018,324.343292
14/03/2018,316.289063
15/03/2018,316.020935
16/03/2018,316.490173
19/03/2018,317.725616
20/03/2018,323.34729
21/03/2018,322.839722
22/03/2018,306.089539
23/03/2018,307.420776
26/03/2018,315.053619
27/03/2018,307.535736
28/03/2018,306.482208
29/03/2018,314.009766
02/04/2018,308.799866
03/04/2018,316.825409
04/04/2018,313.588379
05/04/2018,322.169312
06/04/2018,312.324219
09/04/2018,308.838165
10/04/2018,320.665741
11/04/2018,313.511749
12/04/2018,323.203644
13/04/2018,315.350525
16/04/2018,317.735168
17/04/2018,322.4758
18/04/2018,326.574768
19/04/2018,326.230011
20/04/2018,324.343292
23/04/2018,324.506104
24/04/2018,315.139801
25/04/2018,328.356018
26/04/2018,328.289032
27/04/2018,326.459808
30/04/2018,319.449463
01/05/2018,315.599548
02/05/2018,310.475861
03/05/2018,316.700867
04/05/2018,320.282654
07/05/2018,326.028839
08/05/2018,324.056
09/05/2018,329.926666
10/05/2018,331.158661
11/05/2018,329.60907
14/05/2018,331.659149
15/05/2018,329.28183
16/05/2018,328.174957
17/05/2018,331.225983
18/05/2018,338.049927
21/05/2018,350.263794
22/05/2018,341.697754
23/05/2018,345.730499
24/05/2018,345.528381
25/05/2018,346.577484
29/05/2018,339.253021
30/05/2018,344.748779
31/05/2018,338.945038
01/06/2018,343.333923
04/06/2018,347.193481
05/06/2018,346.587097
06/06/2018,357.617035
07/06/2018,354.700775
08/06/2018,355.634308
11/06/2018,357.020325
12/06/2018,356.712341
13/06/2018,350.196381
14/06/2018,348.820099
15/06/2018,344.450409
18/06/2018,341.428192
19/06/2018,328.319336
20/06/2018,329.830383
21/06/2018,324.989166
22/06/2018,326.192261
25/06/2018,318.771606
26/06/2018,318.867859
27/06/2018,317.44342
28/06/2018,322.092133
29/06/2018,322.91983
02/07/2018,323.468475
03/07/2018,320.436676
05/07/2018,320.677307
06/07/2018,322.082581
09/07/2018,329.089355
10/07/2018,334.132629
11/07/2018,327.818848
12/07/2018,333.045074
13/07/2018,337.626465
16/07/2018,342.737183
17/07/2018,343.487946
18/07/2018,346.71225
19/07/2018,341.996094
20/07/2018,341.582214
23/07/2018,340.013367
24/07/2018,344.825745
25/07/2018,342.563934
26/07/2018,345.836334
27/07/2018,347.116455
30/07/2018,337.886322
31/07/2018,342.929688
01/08/2018,339.522583
02/08/2018,336.606232
03/08/2018,335.364655
06/08/2018,333.564789
07/08/2018,337.597565
08/08/2018,334.729431
09/08/2018,332.456421
10/08/2018,328.287659
13/08/2018,327.272095
14/08/2018,328.026489
15/08/2018,320.888367
16/08/2018,334.642365
17/08/2018,335.048584
20/08/2018,339.246338
21/08/2018,342.177094
22/08/2018,338.559631
23/08/2018,336.093201
24/08/2018,337.930969
27/08/2018,342.148071
28/08/2018,339.700958
29/08/2018,338.714417
30/08/2018,335.532227
31/08/2018,331.556915
04/09/2018,334.903503
05/09/2018,335.319397
06/09/2018,339.759003
07/09/2018,337.834229
10/09/2018,330.657318
11/09/2018,333.936279
12/09/2018,341.828888
13/09/2018,343.811737
14/09/2018,348.00946
17/09/2018,344.295319
18/09/2018,351.665619
19/09/2018,353.251862
20/09/2018,355.418488
21/09/2018,360.032227
24/09/2018,355.931122
25/09/2018,355.196014
26/09/2018,353.068115
27/09/2018,355.350769
28/09/2018,359.712952
01/10/2018,369.762512
02/10/2018,373.708801
03/10/2018,379.444489
04/10/2018,377.210175
05/10/2018,373.805542
08/10/2018,373.128479
09/10/2018,372.809265
10/10/2018,355.428162
11/10/2018,346.374847
12/10/2018,348.309326
15/10/2018,347.11969
16/10/2018,356.182587
17/10/2018,353.522675
18/10/2018,347.574249
19/10/2018,344.58548
22/10/2018,344.314697
23/10/2018,338.578979
24/10/2018,343.028229
25/10/2018,351.849396
26/10/2018,347.496826
29/10/2018,324.592834
30/10/2018,338.443573
31/10/2018,343.231323
01/11/2018,351.172363
02/11/2018,346.026672
05/11/2018,350.118073
06/11/2018,354.460938
07/11/2018,359.829041
08/11/2018,360.27597
09/11/2018,358.886475
12/11/2018,346.924896
13/11/2018,339.617737
14/11/2018,334.963318
15/11/2018,331.902466
16/11/2018,326.441559
19/11/2018,311.856384
20/11/2018,308.708099
21/11/2018,308.338806
23/11/2018,303.480316
26/11/2018,307.406006
27/11/2018,309.028778
28/11/2018,324.060852
29/11/2018,332.864471
30/11/2018,336.945618
03/12/2018,349.771973
04/12/2018,332.806152
06/12/2018,322.506195
07/12/2018,314.071838
10/12/2018,317.113281
11/12/2018,312.915497
12/12/2018,317.443604
13/12/2018,316.258179
14/12/2018,309.728363
17/12/2018,307.182526
18/12/2018,318.774841
19/12/2018,310.505707
20/12/2018,304.189667
21/12/2018,295.930267
24/12/2018,285.83432
26/12/2018,305.044769
27/12/2018,308.16391
28/12/2018,307.425446
31/12/2018,313.372223
02/01/2019,314.645142
03/01/2019,302.100555
04/01/2019,317.822601
07/01/2019,318.823395
08/01/2019,330.891937
09/01/2019,334.09848
10/01/2019,342.630005
11/01/2019,342.911835
14/01/2019,340.443695
15/01/2019,342.270508
16/01/2019,342.095551
17/01/2019,348.926636
18/01/2019,354.407013
22/01/2019,347.770325
23/01/2019,348.460205
24/01/2019,348.129822
25/01/2019,353.891968
28/01/2019,352.696777
29/01/2019,354.581909
30/01/2019,376.746277
31/01/2019,374.705688
01/02/2019,376.464508
04/02/2019,385.763641
05/02/2019,398.570557
06/02/2019,399.474243
07/02/2019,395.680267
08/02/2019,395.426361
11/02/2019,394.488861
12/02/2019,401.100311
13/02/2019,400.963593
14/02/2019,400.221344
15/02/2019,408.180511
19/02/2019,406.510529
20/02/2019,411.676636
21/02/2019,407.799622
22/02/2019,414.118073
25/02/2019,416.87204
26/02/2019,416.774353
27/02/2019,425.241302
28/02/2019,429.655426
01/03/2019,430.299988
04/03/2019,422.555725
05/03/2019,420.045898
06/03/2019,414.518463
07/03/2019,412.662964
08/03/2019,412.643463
11/03/2019,390.641144
12/03/2019,366.61731
13/03/2019,368.306824
14/03/2019,364.556702
15/03/2019,370.113434
18/03/2019,363.560638
19/03/2019,364.683685
20/03/2019,367.349762
21/03/2019,363.970795
22/03/2019,353.687439
25/03/2019,361.783203
26/03/2019,361.705109
27/03/2019,365.445404
28/03/2019,365.670044
29/03/2019,372.486572
01/04/2019,382.369537
02/04/2019,381.597992
03/04/2019,375.72876
04/04/2019,386.588348
05/04/2019,382.750336
08/04/2019,365.748169
09/04/2019,360.396515
10/04/2019,356.392517
11/04/2019,361.490295
12/04/2019,370.74823
15/04/2019,366.666107
16/04/2019,372.77951
17/04/2019,368.677887
18/04/2019,371.168182
22/04/2019,366.382965
23/04/2019,365.259827
24/04/2019,366.666107
25/04/2019,373.834229
26/04/2019,371.871277
29/04/2019,370.172058
30/04/2019,368.843903
01/05/2019,367.974762
02/05/2019,366.998169
03/05/2019,367.6427
06/05/2019,362.896545
07/05/2019,348.863098
08/05/2019,351.324066
09/05/2019,347.822571
10/05/2019,348.352966
13/05/2019,331.361084
14/05/2019,336.930115
15/05/2019,339.483826
16/05/2019,347.50827
17/05/2019,348.696716
20/05/2019,346.50647
21/05/2019,352.360291
22/05/2019,346.496613
23/05/2019,344.306335
24/05/2019,348.578857
28/05/2019,348.559235
29/05/2019,342.587494
30/05/2019,343.638428
31/05/2019,335.525574
03/06/2019,332.854034
04/06/2019,338.481964
05/06/2019,342.538391
06/06/2019,344.394775
07/06/2019,347.400269
10/06/2019,347.498444
11/06/2019,343.108063
12/06/2019,340.84903
13/06/2019,342.646423
14/06/2019,340.976715
17/06/2019,348.578857
18/06/2019,367.299377
19/06/2019,361.995575
20/06/2019,368.203003
21/06/2019,365.217133
24/06/2019,367.328827
25/06/2019,362.742004
26/06/2019,368.261902
27/06/2019,357.536407
28/06/2019,357.526581
01/07/2019,350.111084
02/07/2019,347.852051
03/07/2019,348.156494
05/07/2019,349.521729
08/07/2019,344.86618
09/07/2019,346.801117
10/07/2019,346.025146
11/07/2019,352.605835
12/07/2019,358.82309
15/07/2019,355.169342
16/07/2019,356.289032
17/07/2019,362.938477
18/07/2019,354.678223
19/07/2019,370.638794
22/07/2019,366.769043
23/07/2019,366.425262
24/07/2019,354.992554
25/07/2019,341.890167
26/07/2019,338.855194
29/07/2019,334.150482
30/07/2019,341.271362
31/07/2019,335.10321
01/08/2019,328.335938
02/08/2019,333.512085
05/08/2019,325.163452
06/08/2019,326.528748
07/08/2019,325.477783
08/08/2019,332.420715
09/08/2019,333.606689
12/08/2019,329.050537
13/08/2019,328.971466
14/08/2019,316.676788
15/08/2019,324.168243
16/08/2019,326.589661
19/08/2019,329.880707
20/08/2019,327.874451
21/08/2019,336.018188
22/08/2019,350.269714
23/08/2019,351.851044
26/08/2019,354.845642
27/08/2019,350.585999
28/08/2019,355.764771
29/08/2019,358.502411
30/08/2019,359.836639
03/09/2019,350.279633
04/09/2019,352.36496
05/09/2019,356.090881
06/09/2019,358.759369
09/09/2019,354.588654
10/09/2019,365.173523
11/09/2019,378.466431
12/09/2019,371.241821
13/09/2019,375.323578
16/09/2019,374.424194
17/09/2019,379.7117
18/09/2019,381.895905
19/09/2019,379.948914
20/09/2019,374.957916
23/09/2019,372.625458
24/09/2019,377.191498
25/09/2019,381.688354
26/09/2019,382.3703
27/09/2019,378.38736
30/09/2019,376.025269
01/10/2019,370.559875
02/10/2019,363.06842
03/10/2019,367.723419
04/10/2019,371.311035
07/10/2019,372.141205
08/10/2019,369.729706
09/10/2019,370.579651
10/10/2019,366.665924
11/10/2019,370.540131
14/10/2019,368.820435
15/10/2019,366.626373
16/10/2019,368.079224
17/10/2019,364.748596
18/10/2019,339.981354
21/10/2019,327.192474
22/10/2019,333.06311
23/10/2019,336.522217
24/10/2019,340.524902
25/10/2019,335.860046
28/10/2019,336.897766
29/10/2019,344.853729
30/10/2019,342.017273
31/10/2019,335.939117
01/11/2019,341.15744
04/11/2019,346.988495
05/11/2019,354.104401
06/11/2019,350.052307
07/11/2019,355.196686
08/11/2019,348.924011
11/11/2019,364.789612
12/11/2019,360.733734
13/11/2019,360.355988
14/11/2019,365.266785
15/11/2019,369.481689
18/11/2019,367.274811
19/11/2019,364.829376
20/11/2019,368.716248
21/11/2019,364.272675
22/11/2019,369.143707
25/11/2019,370.923126
26/11/2019,371.300873
27/11/2019,365.823456
29/11/2019,364.014221
02/12/2019,353.079285
03/12/2019,349.99762
04/12/2019,346.776764
05/12/2019,343.635468
06/12/2019,351.995728
09/12/2019,349.132751
10/12/2019,345.842346
11/12/2019,347.929932
12/12/2019,344.241882
13/12/2019,339.6492
16/12/2019,325.065948
17/12/2019,325.065948
18/12/2019,328.724182
19/12/2019,331.527496
20/12/2019,326.060028
23/12/2019,335.553558
24/12/2019,331.030457
26/12/2019,327.968689
27/12/2019,328.187408
30/12/2019,324.469513
31/12/2019,323.833313
02/01/2020,331.348572
03/01/2020,330.791901
06/01/2020,331.766083
07/01/2020,335.285156
08/01/2020,329.410095
09/01/2020,334.350708
10/01/2020,327.968689
13/01/2020,328.266907
14/01/2020,330.384308
15/01/2020,327.849396
16/01/2020,330.036377
17/01/2020,322.232819
21/01/2020,311.516571
22/01/2020,307.172424
23/01/2020,315.910431
24/01/2020,321.139313
27/01/2020,314.727478
28/01/2020,314.687714
29/01/2020,320.115387
30/01/2020,321.387817
31/01/2020,316.387573
03/02/2020,314.131012
04/02/2020,316.05954
05/02/2020,327.600861
06/02/2020,339.410614
07/02/2020,334.758301
10/02/2020,342.63147
11/02/2020,342.382935
12/02/2020,345.39502
13/02/2020,342.820007
14/02/2020,340.48999
18/02/2020,338.880005
19/02/2020,338.299988
20/02/2020,336.279999
21/02/2020,330.380005
24/02/2020,317.899994
25/02/2020,304.140015
26/02/2020,305.589996
27/02/2020,287.76001
28/02/2020,275.109985
02/03/2020,289.269989
03/03/2020,280.619995
04/03/2020,283.119995
05/03/2020,260.369995
06/03/2020,262.329987
09/03/2020,227.169998
10/03/2020,231.009995
11/03/2020,189.080002
12/03/2020,154.839996
13/03/2020,170.199997
16/03/2020,129.610001
17/03/2020,124.139999
18/03/2020,101.889999
19/03/2020,97.709999
20/03/2020,95.010002
23/03/2020,105.620003
24/03/2020,127.68
25/03/2020,158.729996
26/03/2020,180.550003
27/03/2020,162
30/03/2020,152.279999
31/03/2020,149.139999
01/04/2020,130.699997
02/04/2020,123.269997
03/04/2020,124.519997
06/04/2020,148.770004
07/04/2020,141.580002
08/04/2020,146.869995
09/04/2020,151.839996
13/04/2020,147.330002
14/04/2020,141
15/04/2020,145.979996
16/04/2020,134.240005
17/04/2020,154
20/04/2020,143.610001
21/04/2020,136.330002
22/04/2020,134.970001
23/04/2020,137.740005
24/04/2020,128.979996
27/04/2020,128.679993
28/04/2020,131.300003
29/04/2020,139
30/04/2020,141.020004
01/05/2020,133.369995
04/05/2020,131.460007
05/05/2020,125.400002
06/05/2020,121.860001
07/05/2020,128.649994
08/05/2020,133.440002
11/05/2020,128.910004
12/05/2020,125.220001
13/05/2020,121.5
14/05/2020,122.519997
15/05/2020,120
18/05/2020,135.440002
19/05/2020,130.440002
20/05/2020,133.320007
21/05/2020,139
22/05/2020,137.529999
26/05/2020,144.729996
27/05/2020,149.520004
28/05/2020,149.820007
29/05/2020,145.850006
01/06/2020,151.389999
02/06/2020,153.309998
03/06/2020,173.160004
04/06/2020,184.300003
05/06/2020,205.429993
08/06/2020,230.5
09/06/2020,216.740005
10/06/2020,203.410004
11/06/2020,170
12/06/2020,189.509995
15/06/2020,190.940002
16/06/2020,197.770004
17/06/2020,192.539993
18/06/2020,192.289993
19/06/2020,187.020004
22/06/2020,188.520004
23/06/2020,187.880005
24/06/2020,176.690002
25/06/2020,174.880005
26/06/2020,170.009995
29/06/2020,194.490005
30/06/2020,183.300003
